RECIPE_ID,RECIPE_NM_KO,IRDNT_NM,IRDNT_CPCTY,IRDNT_TY_NM,SCORE
269,숙주미나리무침,참기름,약간,양념,2
270,참나물고추장무침,고추장,1큰술,양념,3
270,참나물고추장무침,깨소금,약간,양념,2
270,참나물고추장무침,다진마늘,1/2큰술,양념,3
270,참나물고추장무침,다진파,1큰술,양념,2
270,참나물고추장무침,참기름,약간,양념,2
270,참나물고추장무침,참나물,100g,주재료,5
271,오징어통구이,간장,1작은술,양념,3
271,오징어통구이,고추장,1큰술,양념,3
271,오징어통구이,고춧가루,1/2큰술,양념,3
271,오징어통구이,깨소금,약간,양념,2
271,오징어통구이,다진마늘,1작은술,양념,3
271,오징어통구이,다진파,약간,양념,2
271,오징어통구이,대파,1뿌리,부재료,1
271,오징어통구이,마늘,2쪽,부재료,1
271,오징어통구이,물엿,1큰술,양념,2
271,오징어통구이,생강즙,1작은술,양념,2
271,오징어통구이,양파즙,1큰술,양념,2
271,오징어통구이,오징어,1마리,주재료,5
271,오징어통구이,참기름,약간,양념,2
271,오징어통구이,후춧가루,약간,양념,2
272,닭고기콩나물덮밥,고춧가루,2큰술,양념,3
272,닭고기콩나물덮밥,김치,200g,부재료,1
272,닭고기콩나물덮밥,다진마늘,1큰술,양념,3
272,닭고기콩나물덮밥,닭고기,한마리,주재료,5
272,닭고기콩나물덮밥,마늘,3쪽,부재료,1
272,닭고기콩나물덮밥,밥,4공기,주재료,5
272,닭고기콩나물덮밥,소금,약간,양념,3
272,닭고기콩나물덮밥,실파,약간,부재료,1
272,닭고기콩나물덮밥,오이,1개,부재료,1
272,닭고기콩나물덮밥,육수,3큰술,양념,2
272,닭고기콩나물덮밥,콩나물,300g,주재료,5
272,닭고기콩나물덮밥,파,2큰술,양념,3
272,닭고기콩나물덮밥,후춧가루,약간,양념,2
273,김치두부쌈,고추,1개,부재료,1
273,김치두부쌈,김치,2포기,주재료,5
273,김치두부쌈,깻잎,1봉,부재료,1
273,김치두부쌈,대파,1/2뿌리,양념,3
273,김치두부쌈,돼지고기,600g,주재료,4
273,김치두부쌈,두부,1모,주재료,5
273,김치두부쌈,생강,1쪽,양념,2
273,김치두부쌈,소금,약간,양념,3
274,호박두부찌개,고추,3개,부재료,1
274,호박두부찌개,다진마늘,1큰술,양념,3
274,호박두부찌개,두부,1/2모,주재료,5
274,호박두부찌개,새우젓,2큰술,양념,2
274,호박두부찌개,소금,약간,양념,3
274,호박두부찌개,식용유,약간,부재료,1
274,호박두부찌개,참기름,약간,양념,2
274,호박두부찌개,파,1/2뿌리,부재료,1
274,호박두부찌개,호박,1개,주재료,4
275,해파리해물냉채,간장,약간,양념,3
275,해파리해물냉채,겨자,2큰술,양념,2
275,해파리해물냉채,계란,1개,부재료,1
275,해파리해물냉채,당근,1/4개,부재료,1
275,해파리해물냉채,마늘,2쪽,양념,2
275,해파리해물냉채,머스터드,1/2큰술,양념,3
275,해파리해물냉채,새우,6개,주재료,4
275,해파리해물냉채,설탕,3큰술,양념,3
275,해파리해물냉채,소금,약간,양념,3
275,해파리해물냉채,식초,3큰술,양념,3
275,해파리해물냉채,오이,1/3개,부재료,1
275,해파리해물냉채,쭈꾸미,20g,주재료,4
275,해파리해물냉채,참기름,약간,양념,2
275,해파리해물냉채,피망,1/2개,부재료,1
275,해파리해물냉채,해파리,80g,주재료,5
276,치킨롤,닭고기,300g,주재료,5
276,치킨롤,당근,50g,부재료,1
276,치킨롤,버터,2큰술,부재료,1
276,치킨롤,설탕,1큰술,양념,3
276,치킨롤,스위트콘,3큰술,부재료,1
276,치킨롤,식용유,3큰술,부재료,1
276,치킨롤,완두콩통조림,3큰술,부재료,1
276,치킨롤,우스터소스,3큰술,양념,3
276,치킨롤,토마토케첩,1/3컵,양념,3
277,아스파라거스새우볶음,새우,200g,주재료,5
277,아스파라거스새우볶음,샐러리,2대,부재료,1
277,아스파라거스새우볶음,소금,약간,양념,3
277,아스파라거스새우볶음,아스파라거스,100g,주재료,5
277,아스파라거스새우볶음,참기름,약간,양념,2
277,아스파라거스새우볶음,청주,1큰술,양념,2
277,아스파라거스새우볶음,후춧가루,약간,양념,2
278,꽃만두국(완당국),간장,2큰술,양념,3
278,꽃만두국(완당국),녹말,4큰술,양념,3
278,꽃만두국(완당국),다진마늘,약간,양념,2
278,꽃만두국(완당국),다진파,약간,양념,3
278,꽃만두국(완당국),밀가루,2컵,주재료,5
278,꽃만두국(완당국),배추,200g,주재료,5
278,꽃만두국(완당국),부추,100g,부재료,1
278,꽃만두국(완당국),소금,1/2작은술,양념,3
278,꽃만두국(완당국),쇠고기,200g,주재료,4
278,꽃만두국(완당국),식용유,1큰술,부재료,1
278,꽃만두국(완당국),쑥갓,약간,부재료,1
278,꽃만두국(완당국),육수,4컵,양념,2
278,꽃만두국(완당국),참기름,약간,양념,3
278,꽃만두국(완당국),팽이버섯,1봉,부재료,1
278,꽃만두국(완당국),후춧가루,약간,양념,3
279,돼지고기표고볶음,고추,1개,부재료,1
279,돼지고기표고볶음,굴소스,1큰술,양념,3
279,돼지고기표고볶음,녹말,약간,주재료,4
279,돼지고기표고볶음,대파,1/2뿌리,부재료,1
279,돼지고기표고볶음,돼지고기,100g,주재료,5
279,돼지고기표고볶음,마늘,3쪽,양념,3
279,돼지고기표고볶음,생강,1쪽,양념,2
279,돼지고기표고볶음,소금,약간,양념,3
279,돼지고기표고볶음,양파,1/2개,부재료,1
279,돼지고기표고볶음,청주,약간,양념,2
279,돼지고기표고볶음,표고버섯,2장,주재료,5
279,돼지고기표고볶음,피망,1/2개,부재료,1
279,돼지고기표고볶음,후춧가루,약간,양념,2
280,오징어풋마늘산적,간장,2큰술,양념,2
280,오징어풋마늘산적,깨소금,2작은술,부재료,1
280,오징어풋마늘산적,꼬치,8개,부재료,1
280,오징어풋마늘산적,다진마늘,1작은술,양념,2
280,오징어풋마늘산적,다진파,2작은술,양념,3
280,오징어풋마늘산적,마늘,8뿌리,주재료,5
280,오징어풋마늘산적,밀가루,1/2컵,주재료,5
280,오징어풋마늘산적,생강즙,1/2작은술,양념,2
280,오징어풋마늘산적,오징어,2마리,주재료,5
280,오징어풋마늘산적,참기름,2작은술,양념,3
281,상추겉절이비빔밥,간장,2큰술,양념,2
281,상추겉절이비빔밥,고사리,20g,부재료,1
281,상추겉절이비빔밥,고춧가루,1작은술,양념,3
281,상추겉절이비빔밥,다진마늘,약간,양념,3
281,상추겉절이비빔밥,다진파,약간,양념,3
281,상추겉절이비빔밥,당근,1/4개,부재료,1
281,상추겉절이비빔밥,대파,약간,부재료,1
281,상추겉절이비빔밥,도라지,20g,부재료,1
281,상추겉절이비빔밥,밥,4공기,주재료,5
281,상추겉절이비빔밥,상추,3잎,주재료,5
281,상추겉절이비빔밥,설탕,2작은술,양념,2
281,상추겉절이비빔밥,소금,약간,양념,3
281,상추겉절이비빔밥,식초,약간,양념,2
281,상추겉절이비빔밥,오이,1/3개,부재료,1
281,상추겉절이비빔밥,참기름,약간,양념,3
282,두부알찜,간장,약간,양념,3
282,두부알찜,계란,3개,부재료,1
282,두부알찜,다시마,1과1/2컵,양념,2
282,두부알찜,두부,1/2모,주재료,5
282,두부알찜,모시조개,70g,부재료,1
282,두부알찜,새우,5마리,부재료,1
282,두부알찜,소금,약간,양념,3
282,두부알찜,은행,약간,양념,2
282,두부알찜,청주,약간,양념,2
282,두부알찜,표고버섯,1개,부재료,1
283,연어양상추쌈,땅콩버터,약간,양념,3
283,연어양상추쌈,무순,약간,부재료,1
283,연어양상추쌈,양상추,4장,주재료,5
283,연어양상추쌈,오이피클,1/2개,부재료,1
283,연어양상추쌈,체리,약간,부재료,1
283,연어양상추쌈,훈제연어,100g,주재료,5
284,브로콜리크림수프,밀가루,50g,부재료,1
284,브로콜리크림수프,버터,50g,부재료,1
284,브로콜리크림수프,브로콜리,400g,주재료,5
284,브로콜리크림수프,생크림,1/2컵,주재료,5
284,브로콜리크림수프,소금,약간,양념,3
284,브로콜리크림수프,우유,2와1/2컵,주재료,4
284,브로콜리크림수프,후춧가루,약간,양념,2
285,해물떡꼬치,가래떡,50g,주재료,5
285,해물떡꼬치,간장,약간,양념,2
285,해물떡꼬치,고추장,2큰술,양념,2
285,해물떡꼬치,고춧가루,약간,양념,3
285,해물떡꼬치,다진마늘,적당량,양념,2
285,해물떡꼬치,다진파,적당량,양념,2
285,해물떡꼬치,새우,50g,주재료,5
285,해물떡꼬치,설탕,1큰술,양념,3
285,해물떡꼬치,식초,1큰술,양념,2
285,해물떡꼬치,오징어,1마리,주재료,5
285,해물떡꼬치,참기름,약간,양념,3
285,해물떡꼬치,케첩,2큰술,양념,3
285,해물떡꼬치,피망,1개,부재료,1
285,해물떡꼬치,핫소스,약간,양념,3
285,해물떡꼬치,후춧가루,약간,양념,2
286,옥수수볶음밥,당근,50g,부재료,1
286,옥수수볶음밥,밥,3공기,주재료,5
286,옥수수볶음밥,소금,약간,양념,3
286,옥수수볶음밥,스위트콘,300g,주재료,5
286,옥수수볶음밥,양파,50g,부재료,1
286,옥수수볶음밥,피망,1/2개,부재료,1
286,옥수수볶음밥,햄,50g,부재료,1
286,옥수수볶음밥,후춧가루,약간,양념,2
287,김치꽁치조림,간장,2큰술,양념,2
287,김치꽁치조림,고춧가루,1큰술,양념,3
287,김치꽁치조림,김치,300g,주재료,5
287,김치꽁치조림,꽁치,1캔,주재료,5
287,김치꽁치조림,다진마늘,1/2작은술,양념,3
287,김치꽁치조림,다진파,1/2작은술,양념,3
287,김치꽁치조림,설탕,1큰술,양념,2
287,김치꽁치조림,참기름,1작은술,양념,3
288,치즈돈까스,계란,1개,주재료,4
288,치즈돈까스,돼지고기,2장,주재료,5
288,치즈돈까스,모짜렐라치즈,50g,주재료,5
288,치즈돈까스,밀가루,1/2컵,주재료,5
288,치즈돈까스,빵가루,1컵,주재료,4
288,치즈돈까스,생강즙,1/2작은술,양념,2
288,치즈돈까스,소금,약간,양념,3
288,치즈돈까스,피망,1/2개,부재료,1
289,간장떡볶이,가래떡,500g,주재료,5
289,간장떡볶이,간장,2큰술,양념,3
289,간장떡볶이,다진마늘,1/2작은술,양념,3
289,간장떡볶이,당근,1/2개,부재료,1
289,간장떡볶이,설탕,1/2큰술,양념,2
289,간장떡볶이,쇠고기,300g,부재료,1
289,간장떡볶이,양파,1/2개,부재료,1
289,간장떡볶이,참기름,1/2작은술,양념,2
289,간장떡볶이,표고버섯,3장,부재료,1
289,간장떡볶이,피망,1/2개,부재료,1
289,간장떡볶이,후춧가루,약간,양념,2
290,한국식타코샐러드,간장,2큰술,양념,2
290,한국식타코샐러드,깻잎,20장,부재료,1
290,한국식타코샐러드,무순,1팩,부재료,1
290,한국식타코샐러드,설탕,1큰술,양념,2
290,한국식타코샐러드,쇠고기,300g,주재료,5
290,한국식타코샐러드,식용유,약간,주재료,1
290,한국식타코샐러드,양파,1개,주재료,4
290,한국식타코샐러드,청주,1큰술,양념,2
290,한국식타코샐러드,춘권피,10장,주재료,5
290,한국식타코샐러드,케첩,1/2큰술,양념,3
290,한국식타코샐러드,토마토,1개,주재료,4
290,한국식타코샐러드,핫소스,2큰술,양념,3
290,한국식타코샐러드,후춧가루,약간,양념,2
291,김치쌈밥,김치,8장,주재료,5
291,김치쌈밥,다진파,1큰술,양념,3
291,김치쌈밥,밥,2공기,주재료,5
291,김치쌈밥,설탕,1작은술,양념,3
291,김치쌈밥,소금,1작은술,양념,3
291,김치쌈밥,조미료,약간,양념,2
291,김치쌈밥,참기름,1큰술,양념,2
292,잔치국수,간장,4큰술,양념,3
292,잔치국수,계란,1개,부재료,1
292,잔치국수,고춧가루,2큰술,양념,2
292,잔치국수,국멸치,5마리,양념,3
292,잔치국수,깨소금,약간,부재료,1
292,잔치국수,다진파,1큰술,양념,2
292,잔치국수,당근,25g,부재료,1
292,잔치국수,설탕,1/2작은술,양념,2
292,잔치국수,소금,약간,양념,3
292,잔치국수,소면,300g,주재료,5
292,잔치국수,쇠고기,20g,주재료,4
292,잔치국수,참기름,1작은술,양념,2
292,잔치국수,호박,25g,부재료,1
292,잔치국수,후춧가루,약간,양념,3
293,감자그라탕,감자,2개,주재료,5
293,감자그라탕,모짜렐라치즈,100g,부재료,1
293,감자그라탕,베이컨,3줄,부재료,1
293,감자그라탕,소금,약간,양념,3
293,감자그라탕,양파,1개,부재료,1
293,감자그라탕,크림수프,1컵,부재료,1
294,코다리조림,간장,2큰술,양념,3
294,코다리조림,고추,1개,부재료,1
294,코다리조림,깨소금,약간,부재료,1
294,코다리조림,다진마늘,약간,양념,2
294,코다리조림,다진파,약간,양념,2
294,코다리조림,설탕,2큰술,양념,2
294,코다리조림,양파,1/2개,부재료,1
294,코다리조림,참기름,1/2작은술,양념,2
294,코다리조림,코다리,1마리,주재료,5
294,코다리조림,후춧가루,약간,양념,3
295,치킨데리야끼,간장,1컵,양념,3
295,치킨데리야끼,계란,1개,부재료,1
295,치킨데리야끼,닭고기,500g,주재료,5
295,치킨데리야끼,당근,150g,부재료,1
295,치킨데리야끼,밥,1공기,부재료,1
295,치킨데리야끼,브로콜리,150g,부재료,1
295,치킨데리야끼,설탕,5큰술,양념,3
295,치킨데리야끼,숙주,20g,부재료,1
295,치킨데리야끼,식용유,약간,주재료,1
295,치킨데리야끼,참기름,약간,양념,2
295,치킨데리야끼,청주,약간,양념,2
295,치킨데리야끼,파인애플,2조각,부재료,1
295,치킨데리야끼,피망,1/2개,부재료,1
296,순대볶음,간장,1큰술,양념,3
296,순대볶음,고춧가루,3큰술,양념,3
296,순대볶음,깻잎,적당량,부재료,1
296,순대볶음,다진마늘,1큰술,양념,3
296,순대볶음,들깨,1큰술,양념,3
296,순대볶음,설탕,2큰술,양념,3
296,순대볶음,순대,300g,주재료,5
296,순대볶음,식용유,적당량,양념,3
296,순대볶음,양배추,1/4통,부재료,1
296,순대볶음,양파,1개,부재료,1
296,순대볶음,쫄면,100g,부재료,1
297,닭갈비,간장,2큰술,양념,3
297,닭갈비,고구마,1/2개,부재료,1
297,닭갈비,고추장,2큰술,양념,2
297,닭갈비,고춧가루,1큰술,양념,3
297,닭갈비,깨소금,1큰술,양념,3
297,닭갈비,깻잎,5~6장,부재료,1
297,닭갈비,닭고기,300g,주재료,5
297,닭갈비,떡,적당량,주재료,4
297,닭갈비,생강즙,1큰술,양념,2
297,닭갈비,설탕,2큰술,양념,2
297,닭갈비,양배추,1/4개,주재료,4
297,닭갈비,양파,1/2개,부재료,1
297,닭갈비,참기름,약간,양념,2
298,베이컨꼬치구이,간장,1작은술,양념,3
298,베이컨꼬치구이,게맛살,2개,부재료,1
298,베이컨꼬치구이,떡,5개,부재료,1
298,베이컨꼬치구이,레몬즙,1큰술,양념,2
298,베이컨꼬치구이,마요네즈,2큰술,양념,3
298,베이컨꼬치구이,머스터드,1큰술,양념,2
298,베이컨꼬치구이,베이컨,15장,주재료,5
298,베이컨꼬치구이,샐러리,20g,부재료,1
298,베이컨꼬치구이,팽이버섯,적당량,부재료,1
298,베이컨꼬치구이,프랑크소시지,4~5개,부재료,1
298,베이컨꼬치구이,피망,적당량,부재료,1
299,열무비빔밥,간장,1큰술,양념,2
299,열무비빔밥,고추장,3큰술,양념,3
299,열무비빔밥,다진마늘,1작은술,양념,3
299,열무비빔밥,다진파,2작은술,양념,3
299,열무비빔밥,마늘,1큰술,양념,3
299,열무비빔밥,밥,한공기,주재료,5
299,열무비빔밥,설탕,1/2큰술,양념,2
299,열무비빔밥,쇠고기,150g,부재료,1
299,열무비빔밥,열무김치,300g,주재료,5
299,열무비빔밥,참기름,1작은술,양념,2
300,다시마볶음,게맛살,2개,부재료,1
300,다시마볶음,고추,1개,부재료,1
300,다시마볶음,다시마,200g,주재료,5
300,다시마볶음,당근,30g,부재료,1
300,다시마볶음,마늘,1큰술,양념,2
300,다시마볶음,생강즙,1작은술,양념,2
300,다시마볶음,소금,적당량,양념,3
300,다시마볶음,식용유,약간,양념,3
300,다시마볶음,실파,3뿌리,부재료,1
300,다시마볶음,참기름,약간,양념,2
300,다시마볶음,청주,1/2큰술,양념,2
300,다시마볶음,후춧가루,적당량,양념,2
301,버섯잡채밥,간장,1큰술,양념,3
301,버섯잡채밥,깨소금,적당량,부재료,1
301,버섯잡채밥,느타리버섯,30g,부재료,1
301,버섯잡채밥,다진마늘,1/2큰술,양념,3
301,버섯잡채밥,다진파,1/2큰술,양념,2
301,버섯잡채밥,당근,30g,부재료,1
301,버섯잡채밥,당면,300g,주재료,5
301,버섯잡채밥,목이버섯,30g,부재료,1
301,버섯잡채밥,밥,2공기,주재료,5
301,버섯잡채밥,설탕,1/2큰술,양념,2
301,버섯잡채밥,소금,적당량,양념,3
301,버섯잡채밥,쇠고기,100g,주재료,5
301,버섯잡채밥,실파,60g,부재료,1
301,버섯잡채밥,양파,1/2개,부재료,1
301,버섯잡채밥,참기름,적당량,양념,2
301,버섯잡채밥,팽이버섯,30g,주재료,5
301,버섯잡채밥,후춧가루,적당량,양념,3
302,쑥브리오슈,강력분,500g,주재료,4
302,쑥브리오슈,계란,5개,주재료,5
302,쑥브리오슈,버터,150g,주재료,4
302,쑥브리오슈,설탕,75g,양념,3
302,쑥브리오슈,소금,10g,양념,3
302,쑥브리오슈,쑥,10g,주재료,5
302,쑥브리오슈,이스트,35g,주재료,5
303,된장깻잎장아찌,깻잎,30장,주재료,5
303,된장깻잎장아찌,된장,적당량,양념,3
303,된장깻잎장아찌,소금,4큰술,양념,3
304,비빔쌀국수,간장,3큰술,양념,2
304,비빔쌀국수,다진고추,2큰술,양념,2
304,비빔쌀국수,다진마늘,1/2큰술,양념,3
304,비빔쌀국수,다진파,1큰술,양념,3
304,비빔쌀국수,레몬,1개,양념,3
304,비빔쌀국수,상추,8잎,부재료,1
304,비빔쌀국수,새우,8마리,주재료,4
304,비빔쌀국수,설탕,2큰술,양념,3
304,비빔쌀국수,소금,약간,양념,3
304,비빔쌀국수,쇠고기,200g,부재료,1
304,비빔쌀국수,식초,1/4컵,양념,2
304,비빔쌀국수,실파,1/2컵,부재료,1
304,비빔쌀국수,쌀국수,500g,주재료,5
304,비빔쌀국수,양파,1/2개,부재료,1
304,비빔쌀국수,육수,1과1/2컵,양념,3
304,비빔쌀국수,후춧가루,약간,양념,3
305,아욱국,대파,약간,부재료,1
305,아욱국,된장,2과1/2큰술,양념,3
305,아욱국,마늘,1/2큰술,양념,3
305,아욱국,멸치,4마리,양념,3
305,아욱국,모시조개,10개,부재료,1
305,아욱국,아욱,200g,주재료,5
305,아욱국,후춧가루,약간,양념,2
306,라볶이,고추장,1과1/2큰술,양념,3
306,라볶이,고춧가루,1/2큰술,양념,3
306,라볶이,대파,적당량,부재료,1
306,라볶이,떡,30g,주재료,5
306,라볶이,라면,1봉,주재료,5
306,라볶이,마늘,1큰술,양념,3
306,라볶이,설탕,1큰술,양념,3
306,라볶이,어묵,30g,주재료,4
307,고등어김치조림,간장,2큰술,양념,3
307,고등어김치조림,고등어,1마리,주재료,5
307,고등어김치조림,고춧가루,½큰술,양념,3
307,고등어김치조림,김치,1/4포기,주재료,5
307,고등어김치조림,다진마늘,1큰술,양념,3
307,고등어김치조림,다진생강,1큰술,양념,3
307,고등어김치조림,설탕,1큰술,양념,2
307,고등어김치조림,파,1뿌리,부재료,1
308,류산슬,간장,2큰술,양념,2
308,류산슬,굴소스,1큰술,양념,3
308,류산슬,녹말,8큰술,주재료,4
308,류산슬,대파,1뿌리,부재료,1
308,류산슬,마늘,2쪽,양념,3
308,류산슬,부추,30g,부재료,1
308,류산슬,새우,50g,주재료,5
308,류산슬,생강,약간,양념,2
308,류산슬,쇠고기,150g,주재료,5
308,류산슬,식용유,3큰술,주재료,1
308,류산슬,완두콩,20g,부재료,1
308,류산슬,죽순,1개,부재료,1
308,류산슬,참기름,약간,양념,2
308,류산슬,청주,1큰술,양념,2
308,류산슬,표고버섯,2장,부재료,1
308,류산슬,해삼,80g,부재료,1
308,류산슬,후춧가루,약간,양념,2
309,바지락볶음,고추,2개,부재료,1
309,바지락볶음,다진마늘,2큰술,양념,3
309,바지락볶음,대파,1뿌리,양념,3
309,바지락볶음,두반장,2과1/2큰술,양념,2
309,바지락볶음,마른고추,2개,양념,3
309,바지락볶음,바지락,2봉지,주재료,5
309,바지락볶음,설탕,1큰술,양념,2
309,바지락볶음,식용유,적당량,양념,3
310,가지쇠고기볶음,가지,1개,주재료,5
310,가지쇠고기볶음,간장,1큰술,양념,3
310,가지쇠고기볶음,고추,1개,부재료,1
310,가지쇠고기볶음,깨소금,적당량,양념,2
310,가지쇠고기볶음,다진마늘,1/2큰술,양념,3
310,가지쇠고기볶음,대파,1/2뿌리,부재료,1
310,가지쇠고기볶음,설탕,1/2큰술씩,양념,3
310,가지쇠고기볶음,소금,1/2큰술씩,양념,3
310,가지쇠고기볶음,쇠고기,100g,주재료,5
310,가지쇠고기볶음,참기름,적당량,양념,2
310,가지쇠고기볶음,청주,1큰술,양념,2
311,버섯청국장찌개,고추,1개,부재료,1
311,버섯청국장찌개,느타리버섯,70g,주재료,4
311,버섯청국장찌개,다진마늘,2작은술,양념,3
311,버섯청국장찌개,대파,1/2뿌리,부재료,1
311,버섯청국장찌개,두부,80g,주재료,5
311,버섯청국장찌개,양송이버섯,30g,주재료,4
311,버섯청국장찌개,청국장,3큰술,주재료,5
311,버섯청국장찌개,팽이버섯,30g,주재료,4
311,버섯청국장찌개,표고버섯,30g,주재료,4
311,버섯청국장찌개,호박,70g,부재료,1
312,부추부침개,계란,2개,주재료,5
312,부추부침개,고추,10개,부재료,1
312,부추부침개,밀가루,1컵,주재료,5
312,부추부침개,부추,200g,주재료,5
312,부추부침개,식용유,적당량,주재료,1
312,부추부침개,오징어,1마리,부재료,1
312,부추부침개,찹쌀,4큰술,주재료,4
313,냉고기쌈,간장,2큰술,양념,2
313,냉고기쌈,고추냉이,1작은술,양념,2
313,냉고기쌈,당근,50g,부재료,1
313,냉고기쌈,무순,50g,부재료,1
313,냉고기쌈,설탕,적당량,양념,3
313,냉고기쌈,쇠고기,400g,주재료,5
313,냉고기쌈,식초,2/3큰술,양념,2
313,냉고기쌈,양배추,70g,주재료,5
313,냉고기쌈,청주,4큰술,양념,2
314,치킨버섯찜,간장,1큰술,양념,2
314,치킨버섯찜,계란,1개,부재료,1
314,치킨버섯찜,계란노른자,1개,부재료,1
314,치킨버섯찜,고추,1개,부재료,1
314,치킨버섯찜,느타리버섯,30g,주재료,4
314,치킨버섯찜,닭고기,500g,주재료,5
314,치킨버섯찜,당근,30g,부재료,1
314,치킨버섯찜,설탕,1/2큰술,양념,3
314,치킨버섯찜,소금,약간,양념,3
314,치킨버섯찜,청주,1작은술,양념,2
314,치킨버섯찜,팽이버섯,30g,주재료,4
314,치킨버섯찜,표고버섯,3장,부재료,1
314,치킨버섯찜,후춧가루,약간,양념,2
315,새송이산적,간장,3큰술,양념,3
315,새송이산적,깨소금,1큰술,부재료,1
315,새송이산적,다진마늘,1큰술,양념,3
315,새송이산적,다진파,1과1/2큰술,양념,3
315,새송이산적,새송이버섯,300g,주재료,5
315,새송이산적,설탕,2큰술,양념,2
315,새송이산적,소금,2작은술,양념,2
315,새송이산적,쇠고기,400g,주재료,5
315,새송이산적,잣가루,약간,양념,2
315,새송이산적,참기름,적당량,양념,2
315,새송이산적,후춧가루,적당량,양념,2
316,물만두,간장,2큰술,양념,3
316,물만두,대파,1/2뿌리,부재료,1
316,물만두,돼지고기,300g,주재료,5
316,물만두,밀가루,3컵,주재료,5
316,물만두,부추,200g,주재료,4
316,물만두,생강,1큰술,양념,2
316,물만두,소금,1작은술,양념,3
316,물만두,참기름,1큰술,양념,2
316,물만두,후춧가루,약간,양념,2
317,볶음쌀국수,간장,1작은술,양념,3
317,볶음쌀국수,고추,1개,부재료,1
317,볶음쌀국수,굴소스,1큰술,양념,3
317,볶음쌀국수,대파,1/2뿌리,양념,3
317,볶음쌀국수,돼지고기,20g,주재료,4
317,볶음쌀국수,마늘,1쪽,양념,3
317,볶음쌀국수,생강,1작은술,양념,2
317,볶음쌀국수,설탕,1큰술,양념,3
317,볶음쌀국수,소금,약간,양념,3
317,볶음쌀국수,숙주나물,30g,주재료,4
317,볶음쌀국수,쌀국수,30g,주재료,5
317,볶음쌀국수,후춧가루,약간,양념,2
318,버섯파스타,간장,3큰술,양념,2
318,버섯파스타,느타리버섯,100g,주재료,4
318,버섯파스타,다진마늘,2큰술,양념,3
318,버섯파스타,양송이버섯,100g,주재료,4
318,버섯파스타,올리브유,적당량,양념,3
318,버섯파스타,파,1대,부재료,1
318,버섯파스타,파스타,250g,주재료,5
318,버섯파스타,표고버섯,150g,주재료,4
318,버섯파스타,화이트와인,3큰술,양념,3
319,닭개장,간장,2큰술,양념,3
319,닭개장,고사리,100g,부재료,1
319,닭개장,고춧가루,3큰술,양념,3
319,닭개장,다진마늘,1큰술,양념,3
319,닭개장,닭고기,10개,주재료,5
319,닭개장,닭육수,3큰술,양념,3
319,닭개장,대파,2뿌리,부재료,1
319,닭개장,도라지,100g,부재료,1
319,닭개장,마늘,3쪽,양념,3
319,닭개장,생강,1개,양념,2
319,닭개장,생강즙,2작은술,양념,2
319,닭개장,소금,적당량,양념,3
319,닭개장,참기름,1큰술,양념,2
319,닭개장,후춧가루,적당량,양념,2
320,김치볶음밥,감자,1/4개,부재료,1
320,김치볶음밥,계란,2개,부재료,1
320,김치볶음밥,김치,1/3포기,주재료,5
320,김치볶음밥,밥,2공기,주재료,5
320,김치볶음밥,소금,약간,양념,3
320,김치볶음밥,식용유,약간,주재료,1
320,김치볶음밥,양파,1/2개,부재료,1
320,김치볶음밥,햄,60g,부재료,1
320,김치볶음밥,후춧가루,약간,양념,2
321,오징어채볶음,고추장,1큰술,양념,2
321,오징어채볶음,물엿,1작은술,양념,2
321,오징어채볶음,설탕,1큰술,양념,2
321,오징어채볶음,식용유,2큰술,주재료,1
321,오징어채볶음,오징어채,100g,주재료,5
321,오징어채볶음,참기름,1작은술,양념,2
321,오징어채볶음,청주,1큰술,양념,2
322,바지락칼국수,다진마늘,1큰술,양념,3
322,바지락칼국수,바지락,200g,주재료,5
322,바지락칼국수,소금,약간,양념,3
322,바지락칼국수,애호박,1/4개,부재료,1
322,바지락칼국수,양파,1개,부재료,1
322,바지락칼국수,청장,2큰술,양념,2
322,바지락칼국수,청주,1큰술,양념,2
322,바지락칼국수,칼국수,300g,주재료,2
322,바지락칼국수,후춧가루,약간,양념,2
323,오징어도라지생채,간장,1작은술,양념,2
323,오징어도라지생채,고추장,2큰술,양념,2
323,오징어도라지생채,고춧가루,1작은술,양념,3
323,오징어도라지생채,깨소금,약간,부재료,1
323,오징어도라지생채,도라지,100g,부재료,1
323,오징어도라지생채,물엿,1큰술,양념,2
323,오징어도라지생채,소금,약간,양념,3
323,오징어도라지생채,식초,2큰술,양념,2
323,오징어도라지생채,오이,1개,부재료,1
323,오징어도라지생채,오징어,1마리,주재료,5
323,오징어도라지생채,참기름,약간,양념,2
324,애호박무침,간장,1큰술,양념,3
324,애호박무침,고춧가루,2작은술,양념,2
324,애호박무침,깨소금,약간,양념,2
324,애호박무침,다진마늘,2작은술,양념,3
324,애호박무침,새우젓국,1큰술,양념,2
324,애호박무침,식용유,적당량,주재료,1
324,애호박무침,애호박,1개,주재료,5
324,애호박무침,참기름,1작은술,양념,2
324,애호박무침,파,2큰술,부재료,1
324,애호박무침,피망,1/2개,부재료,1
325,양송이버섯죽,깨소금,1큰술,양념,2
325,양송이버섯죽,깻잎,3장,부재료,1
325,양송이버섯죽,당근,30g,부재료,1
325,양송이버섯죽,소금,1작은술,양념,3
325,양송이버섯죽,실파,3뿌리,부재료,1
325,양송이버섯죽,양송이버섯,5개,주재료,5
325,양송이버섯죽,양파,1/3개,부재료,1
