,Recipe_ID,RECIPE_NM_KO,Ingredient,TF-IDF Value,SCORE,TF-IDF_WEIGHT
4440,422,돼지고기우엉말이조림,고춧가루,0.20889669590934115,5,1.0444834795467057
4441,422,돼지고기우엉말이조림,다시마,0.35920758614702936,2,0.7184151722940587
4442,422,돼지고기우엉말이조림,청주,0.2456481791887967,2,0.4912963583775934
4443,422,돼지고기우엉말이조림,생강즙,0.3889933183143127,5,1.9449665915715637
4444,422,돼지고기우엉말이조림,우엉,0.6906530171938877,3,2.071959051581663
4445,423,다시마채소말이,오이,0.20848860457025153,1,0.20848860457025153
4446,423,다시마채소말이,피망,0.23762583038647622,5,1.1881291519323811
4447,423,다시마채소말이,오징어,0.24475899548020982,1,0.24475899548020982
4448,423,다시마채소말이,파프리카,0.34778446270339664,1,0.34778446270339664
4449,423,다시마채소말이,초고추장,0.5117231927659571,3,1.5351695782978714
4450,423,다시마채소말이,게맛살,0.35574565107139794,1,0.35574565107139794
4451,423,다시마채소말이,쌈다시마,0.5751433507051243,1,0.5751433507051243
4452,424,무말랭이무침,간장,0.08772987026610703,3,0.2631896107983211
4453,424,무말랭이무침,고추장,0.23422458879603664,2,0.4684491775920733
4454,424,무말랭이무침,다진마늘,0.11104477173626826,3,0.33313431520880477
4455,424,무말랭이무침,다진파,0.1799547041615481,1,0.1799547041615481
4456,424,무말랭이무침,설탕,0.10502104219862975,3,0.31506312659588925
4457,424,무말랭이무침,고춧가루,0.16916852079100775,2,0.3383370415820155
4458,424,무말랭이무침,깨소금,0.15931412109657053,3,0.4779423632897116
4459,424,무말랭이무침,멸치액젓,0.559303960217936,5,2.7965198010896803
4460,424,무말랭이무침,무말랭이,0.7175502478288515,3,2.1526507434865545
4461,425,낙지불고기,간장,0.0772691697502461,3,0.2318075092507383
4462,425,낙지불고기,고추장,0.2062962073973856,1,0.2062962073973856
4463,425,낙지불고기,다진마늘,0.09780405796954557,3,0.2934121739086367
4464,425,낙지불고기,다진파,0.15849733438607314,3,0.4754920031582194
4465,425,낙지불고기,설탕,0.0924985835768269,1,0.0924985835768269
4466,425,낙지불고기,쇠고기,0.1762858638799359,5,0.8814293193996794
4467,425,낙지불고기,콩나물,0.3083670184925259,3,0.9251010554775777
4468,425,낙지불고기,고추,0.14184124051438096,2,0.2836824810287619
4469,425,낙지불고기,당근,0.17414664433025834,1,0.17414664433025834
4470,425,낙지불고기,후춧가루,0.09439561204093738,2,0.18879122408187476
4471,425,낙지불고기,고춧가루,0.1489972697981793,2,0.2979945395963586
4472,425,낙지불고기,깨소금,0.14031788522293032,5,0.7015894261146516
4473,425,낙지불고기,양파,0.13807527494032582,1,0.13807527494032582
4474,425,낙지불고기,애호박,0.3532365121515827,1,0.3532365121515827
4475,425,낙지불고기,육수,0.3044237865914238,1,0.3044237865914238
4476,425,낙지불고기,생강즙,0.27745265259590424,2,0.5549053051918085
4477,425,낙지불고기,쑥갓,0.34139466160200777,1,0.34139466160200777
4478,425,낙지불고기,팽이버섯,0.3006293919133257,1,0.3006293919133257
4479,425,낙지불고기,낙지,0.4004904541498436,2,0.8009809082996872
4480,426,돌솥비빔밥,계란,0.13563040108373914,1,0.13563040108373914
4481,426,돌솥비빔밥,고사리,0.3124048994405564,5,1.562024497202782
4482,426,돌솥비빔밥,고추장,0.15677586032021637,2,0.31355172064043274
4483,426,돌솥비빔밥,다진마늘,0.07432669521377804,1,0.07432669521377804
4484,426,돌솥비빔밥,다진파,0.12045086175031902,3,0.36135258525095704
4485,426,돌솥비빔밥,도라지,0.29707254900020486,3,0.8912176470006146
4486,426,돌솥비빔밥,설탕,0.07029477275228983,1,0.07029477275228983
4487,426,돌솥비빔밥,숙주,0.30435477361166263,1,0.30435477361166263
4488,426,돌솥비빔밥,참기름,0.07546426751250881,2,0.15092853502501763
4489,426,돌솥비빔밥,후춧가루,0.07173642925807314,1,0.07173642925807314
4490,426,돌솥비빔밥,깨소금,0.10663529616791717,5,0.5331764808395858
4491,426,돌솥비빔밥,애호박,0.2684438981585406,4,1.0737755926341623
4492,426,돌솥비빔밥,상추,0.2553135885416042,1,0.2553135885416042
4493,426,돌솥비빔밥,시금치,0.2843086934574262,2,0.5686173869148524
4494,426,돌솥비빔밥,취나물,0.4273247270899061,4,1.7092989083596244
4495,426,돌솥비빔밥,육회,0.48028500340036123,2,0.9605700068007225
4496,427,고등어양념구이,간장,0.1043988070691021,2,0.2087976141382042
4497,427,고등어양념구이,참기름,0.13416607120395857,5,0.6708303560197928
4498,427,고등어양념구이,고추,0.19164249274020187,1,0.19164249274020187
4499,427,고등어양념구이,고춧가루,0.20131104389708457,3,0.6039331316912537
4500,427,고등어양념구이,깨소금,0.18958427889263632,1,0.18958427889263632
4501,427,고등어양념구이,마늘,0.23106717410175612,1,0.23106717410175612
4502,427,고등어양념구이,물엿,0.4061820514845225,3,1.2185461544535676
4503,427,고등어양념구이,양파,0.18655427560695892,2,0.37310855121391784
4504,427,고등어양념구이,실파,0.3046808094307718,2,0.6093616188615436
4505,427,고등어양념구이,대파,0.19478949484033395,1,0.19478949484033395
4506,427,고등어양념구이,청주,0.23672797297558135,1,0.23672797297558135
4507,427,고등어양념구이,생강,0.30231832353327015,2,0.6046366470665403
4508,427,고등어양념구이,고등어,0.571416602565036,2,1.142833205130072
4509,428,고등어조림,간장,0.08315462849118797,2,0.16630925698237595
4510,428,고등어조림,설탕,0.09954404037410593,5,0.4977202018705296
4511,428,고등어조림,소금,0.05202816264483132,1,0.05202816264483132
4512,428,고등어조림,고추,0.1526450419724488,3,0.4579351259173464
4513,428,고등어조림,당근,0.1874110924069241,1,0.1874110924069241
4514,428,고등어조림,후춧가루,0.10158556220849595,1,0.10158556220849595
4515,428,고등어조림,고춧가루,0.1603461336043337,3,0.4810384008130011
4516,428,고등어조림,마늘,0.1840471702537955,3,0.5521415107613865
4517,428,고등어조림,물엿,0.3235278116600279,1,0.3235278116600279
4518,428,고등어조림,양파,0.14859222932759494,2,0.2971844586551899
4519,428,고등어조림,애호박,0.3801419250708891,2,0.7602838501417782
4520,428,고등어조림,대파,0.1551516586459924,2,0.3103033172919848
4521,428,고등어조림,청주,0.18855604962254824,3,0.5656681488676447
4522,428,고등어조림,무,0.23713131735452558,1,0.23713131735452558
4523,428,고등어조림,생강,0.24079937870217338,1,0.24079937870217338
4524,428,고등어조림,된장,0.3085802977056903,2,0.6171605954113806
4525,428,고등어조림,팽이버섯,0.3235278116600279,1,0.3235278116600279
4526,428,고등어조림,고등어,0.4551386805458547,2,0.9102773610917094
4527,429,갈치구이,소금,0.06665142922349075,5,0.3332571461174538
4528,429,갈치구이,후춧가루,0.1301376517154546,2,0.2602753034309092
4529,429,갈치구이,밀가루,0.315840963554007,1,0.315840963554007
4530,429,갈치구이,갈치,0.7190126659577186,3,2.157037997873156
4531,429,갈치구이,레몬,0.6015704867445737,2,1.2031409734891474
4532,430,갈치조림,간장,0.08171709283363209,2,0.16343418566726417
4533,430,갈치조림,다진마늘,0.10343405151674784,5,0.5171702575837391
4534,430,갈치조림,설탕,0.09782317275517206,1,0.09782317275517206
4535,430,갈치조림,소금,0.05112872577215035,3,0.15338617731645104
4536,430,갈치조림,고추,0.15000619077719918,3,0.45001857233159753
4537,430,갈치조림,당근,0.1841712231074659,3,0.5525136693223976
4538,430,갈치조림,후춧가루,0.09982940178042007,1,0.09982940178042007
4539,430,갈치조림,고춧가루,0.1575741497858758,1,0.1575741497858758
4540,430,갈치조림,물엿,0.317934824547812,2,0.635869649095624
4541,430,갈치조림,양파,0.14602344113179686,1,0.14602344113179686
4542,430,갈치조림,애호박,0.3735702214611586,2,0.7471404429223172
4543,430,갈치조림,다진생강,0.3304583394737444,2,0.6609166789474888
